Date,RR.L,IAG.L,TYT.L,SCE.L,INVP.L,HSBC.L,DGE.L,NICL.L,PNN.L,BWRA.L,AVCT.L,AZN.L,ULVR.L,PZC.L,ELCO.L,ZOO,MBT.L,VOD.L,AIG.L,WTB.L
03/01/2005,84.76,47.66,871.00,57.35,264.12,765.99,743.00,161.50,587.12,136.00,650.00,"1,889.00","1,136.67",132.30,30.50,993.77,30.00,168.37,235.00,"1,137.47"
04/01/2005,83.99,47.66,871.00,57.35,264.12,784.29,753.00,161.50,589.76,136.00,650.00,"1,910.00","1,154.00",136.50,30.50,993.77,30.00,170.40,237.00,"1,137.47"
05/01/2005,83.39,44.77,871.00,57.35,259.45,776.01,744.50,161.50,588.33,136.50,650.00,"1,913.00","1,144.44",134.00,30.50,993.77,30.00,169.20,231.00,"1,126.25"
06/01/2005,86.14,47.66,871.00,54.44,250.43,774.71,744.00,165.00,580.96,136.50,650.00,"1,938.00","1,138.89",135.70,30.50,975.02,30.00,169.20,242.50,"1,146.70"
07/01/2005,87.51,47.66,871.00,56.87,254.79,770.79,750.00,168.00,576.51,136.50,650.00,"1,938.00","1,132.22",133.60,30.50,937.52,30.00,172.18,248.75,"1,150.00"
10/01/2005,88.28,47.66,871.00,57.84,252.45,768.61,739.50,165.00,575.35,136.50,650.00,"1,932.00","1,125.56",135.00,30.50,937.52,30.00,170.99,249.50,"1,147.36"
11/01/2005,87.08,47.66,871.00,57.35,242.97,762.94,736.50,164.50,574.20,136.50,650.00,"1,933.00","1,128.89",133.10,30.50,918.77,30.00,169.80,245.75,"1,148.02"
12/01/2005,86.74,47.66,871.00,57.35,248.88,758.15,728.00,164.50,578.93,136.50,650.00,"1,924.00","1,118.89",137.00,30.00,881.27,30.00,167.42,249.00,"1,153.96"
13/01/2005,86.65,47.66,871.00,56.87,255.88,761.20,729.00,161.50,584.76,136.50,650.00,"1,920.00","1,122.22",137.30,29.50,937.52,30.00,165.99,247.00,"1,165.18"
14/01/2005,87.85,47.66,871.00,52.01,246.39,763.81,740.00,161.50,585.97,136.50,650.00,"1,893.00","1,127.78",137.30,29.50,937.52,30.00,165.99,252.50,"1,177.05"
17/01/2005,88.45,47.66,871.00,52.01,244.83,767.30,746.00,161.50,587.45,136.50,620.00,"1,897.00","1,121.11",137.60,29.50,918.77,30.00,166.23,256.50,"1,188.27"
18/01/2005,87.59,47.66,871.00,49.09,235.66,765.99,742.00,162.00,588.88,136.50,620.00,"1,882.00","1,101.11",138.10,29.50,862.52,30.00,163.60,251.00,"1,181.01"
19/01/2005,88.79,47.66,871.00,52.49,237.37,762.94,738.50,161.50,586.85,136.50,620.00,"1,887.00","1,093.33",141.60,29.50,881.27,28.00,165.39,251.25,"1,178.37"
20/01/2005,87.85,47.66,871.00,54.92,244.06,762.51,734.00,161.50,586.85,136.50,620.00,"1,879.00","1,086.22",142.50,30.50,881.27,28.00,164.80,247.75,"1,182.99"
21/01/2005,88.45,47.66,871.00,47.15,241.10,756.41,725.50,163.50,588.00,136.50,620.00,"1,878.00","1,088.89",144.00,31.50,881.27,27.50,165.03,247.50,"1,182.33"
24/01/2005,87.77,47.66,871.00,50.55,239.54,756.41,721.00,166.50,591.85,136.50,620.00,"1,861.00","1,083.33",140.70,31.50,881.27,25.50,165.03,245.00,"1,186.95"
25/01/2005,89.57,47.66,871.00,51.04,239.54,764.25,726.00,171.00,588.33,137.00,620.00,"1,892.00","1,085.11",140.80,31.50,881.27,26.50,166.58,250.50,"1,190.25"
26/01/2005,89.57,47.66,871.00,52.01,239.08,764.69,728.50,179.00,572.99,137.00,620.00,"1,902.00","1,097.11",140.90,32.50,862.52,26.50,165.99,256.25,"1,191.57"
27/01/2005,88.88,47.66,871.00,51.04,239.54,761.64,725.50,182.50,570.07,137.00,620.00,"1,980.00","1,093.33",137.20,32.50,918.77,26.50,165.39,257.50,"1,180.35"
28/01/2005,89.91,47.66,871.00,51.04,242.34,756.84,722.00,180.00,568.86,137.00,620.00,"1,995.00","1,109.56",139.50,32.50,956.27,26.50,163.25,260.00,"1,159.24"
31/01/2005,89.57,47.66,871.00,49.58,242.66,765.56,723.50,186.50,572.44,137.00,410.00,"1,990.00","1,120.00",142.00,32.50,975.02,26.50,163.25,265.75,"1,162.54"
01/02/2005,90.94,44.77,871.00,51.04,243.74,765.99,729.00,190.00,574.20,137.50,450.00,"2,026.00","1,128.89",142.50,31.50,975.02,26.50,163.01,271.00,"1,171.12"
02/02/2005,90.77,47.66,871.00,51.04,242.81,761.64,739.00,189.00,575.96,137.50,450.00,"2,070.00","1,165.11",141.50,31.50,975.02,26.50,161.82,271.25,"1,172.44"
03/02/2005,89.31,47.66,871.00,50.06,238.30,760.33,736.00,189.00,570.07,137.50,450.00,"2,060.00","1,167.33",138.50,31.75,975.02,26.50,164.20,270.50,"1,167.82"
04/02/2005,90.17,47.66,871.00,47.63,240.17,771.22,735.50,189.00,580.08,137.50,450.00,"2,072.00","1,155.56",141.30,32.25,918.77,26.50,165.03,274.50,"1,175.74"
07/02/2005,91.80,48.53,871.00,45.20,238.61,782.55,750.00,189.00,581.24,137.50,450.00,"2,085.00","1,166.22",141.30,32.25,918.77,27.50,165.99,270.75,"1,171.78"
08/02/2005,92.66,48.53,871.00,39.86,240.79,789.09,745.00,194.50,591.85,137.50,450.00,"2,097.00","1,157.33",133.50,31.75,918.77,27.50,166.23,275.75,"1,171.78"
09/02/2005,93.17,48.53,871.00,39.86,243.43,789.96,738.00,193.50,589.76,137.50,450.00,"2,118.00","1,146.67",133.70,31.75,918.77,27.50,166.82,275.00,"1,161.88"
10/02/2005,90.77,48.53,871.00,39.86,236.43,786.04,737.50,193.50,589.21,137.50,450.00,"2,103.00","1,142.22",133.70,31.75,900.02,27.50,165.39,274.00,"1,174.42"
11/02/2005,91.28,48.53,871.00,48.61,244.99,789.96,738.50,193.50,588.88,137.50,450.00,"2,102.00","1,140.67",131.30,31.75,900.02,27.50,166.82,279.00,"1,191.57"
14/02/2005,91.80,48.53,871.00,49.09,241.41,786.47,743.00,193.50,592.46,137.50,450.00,"2,083.00","1,134.44",130.00,31.75,881.27,27.50,166.82,281.50,"1,193.55"
15/02/2005,91.97,48.53,871.00,48.61,243.43,789.96,751.00,193.50,598.34,137.50,450.00,"2,053.00","1,126.67",130.00,30.50,881.27,27.50,167.77,286.50,"1,199.49"
16/02/2005,90.08,48.53,871.00,48.61,241.57,789.52,745.00,193.50,590.64,137.50,450.00,"2,077.00","1,120.00",131.40,30.50,843.77,27.50,167.42,279.00,"1,199.49"
17/02/2005,90.77,47.61,871.00,48.61,241.10,785.16,740.00,192.00,587.73,137.50,450.00,"2,070.00","1,117.33",131.50,31.00,862.52,27.50,168.37,277.75,"1,216.64"
18/02/2005,89.65,50.68,871.00,47.63,242.81,784.29,752.00,192.00,577.72,137.50,450.00,"2,075.00","1,124.00",129.50,31.50,768.77,27.50,167.77,271.50,"1,223.24"
21/02/2005,90.17,49.23,871.00,50.06,241.57,781.24,754.50,192.00,560.94,140.00,410.00,"2,162.00","1,118.89",131.00,31.50,806.27,27.50,167.18,270.75,"1,200.81"
22/02/2005,88.71,52.41,871.00,52.98,244.21,777.32,759.00,190.50,561.22,140.00,450.00,"2,173.00","1,111.11",123.50,31.50,843.77,27.50,164.44,267.50,"1,196.85"
23/02/2005,89.57,49.43,871.00,52.98,245.92,770.79,756.50,188.50,560.61,140.00,450.00,"2,139.00","1,107.78",122.00,31.50,806.27,27.50,163.60,270.00,"1,190.91"
24/02/2005,88.37,52.62,871.00,43.74,245.77,772.09,750.50,188.50,562.98,140.00,450.00,"2,116.00","1,097.78",123.00,31.50,806.27,27.50,164.20,267.75,"1,188.27"
25/02/2005,88.62,52.62,871.00,45.20,247.32,778.19,756.00,188.00,558.85,136.75,450.00,"2,087.00","1,106.67",122.80,31.50,862.52,27.50,163.84,272.25,"1,199.49"
28/02/2005,89.22,52.62,871.00,43.26,245.77,756.41,740.50,186.50,560.06,137.50,450.00,"2,050.00","1,106.22",128.40,31.50,862.52,27.50,162.41,267.50,"1,190.91"
01/03/2005,90.77,52.84,871.00,42.77,250.43,747.69,743.50,186.00,562.43,137.50,450.00,"2,074.00","1,119.56",127.50,31.50,843.77,27.50,164.80,276.75,"1,203.45"
02/03/2005,90.51,52.84,871.00,42.77,248.88,748.13,737.00,186.00,557.70,138.50,340.00,"2,073.00","1,124.00",134.50,31.50,862.52,27.50,166.82,276.25,"1,184.31"
03/03/2005,89.82,52.84,871.00,41.31,253.08,749.44,732.00,186.00,553.57,138.50,350.00,"2,152.00","1,122.22",132.70,31.50,881.27,26.50,167.42,275.50,"1,173.10"
04/03/2005,89.91,52.84,871.00,39.86,260.54,748.13,737.00,186.00,565.34,138.50,350.00,"2,160.00","1,118.22",135.30,31.50,956.27,27.00,168.01,273.25,"1,187.61"
07/03/2005,89.57,52.84,871.00,38.40,260.23,745.08,736.00,191.50,562.98,138.50,350.00,"2,169.00","1,119.33",134.30,31.50,918.77,27.00,169.20,276.50,"1,174.42"
08/03/2005,89.22,52.84,871.00,38.88,261.32,744.21,736.00,194.50,557.97,138.50,350.00,"2,142.00","1,115.11",133.00,31.00,975.02,27.00,168.97,281.00,"1,165.18"
09/03/2005,88.45,49.64,871.00,48.12,264.59,743.77,740.50,195.00,553.57,138.50,350.00,"2,135.00","1,114.44",125.00,31.00,975.02,27.00,168.01,279.00,"1,165.84"
10/03/2005,86.82,52.84,871.00,40.34,264.43,738.98,745.50,195.00,545.32,138.50,350.00,"2,157.00","1,120.00",129.40,31.00,956.27,27.00,165.63,273.25,"1,182.33"
11/03/2005,86.99,52.84,871.00,40.34,269.88,738.98,758.00,195.00,544.72,138.50,350.00,"2,189.00","1,125.56",129.00,31.00,975.02,27.00,166.23,279.25,"1,273.38"
14/03/2005,86.48,52.84,871.00,40.34,260.70,744.21,757.50,195.00,549.45,138.50,350.00,"2,180.00","1,122.22",129.30,31.50,993.77,27.00,165.03,275.50,"1,266.13"
15/03/2005,86.22,52.84,871.00,40.34,255.88,745.95,756.50,195.00,553.57,138.50,350.00,"2,201.00","1,123.33",129.30,31.50,937.52,27.00,165.99,272.25,"1,263.49"
16/03/2005,85.53,52.84,871.00,38.88,248.88,725.04,753.00,197.00,552.69,138.50,350.00,"2,172.00","1,115.56",124.50,31.50,975.02,27.00,165.39,266.50,"1,255.57"
17/03/2005,85.02,52.84,871.00,38.88,249.65,726.78,748.00,197.00,561.82,138.50,350.00,"2,150.00","1,123.33",131.10,31.50,"1,012.53",27.00,165.03,268.75,"1,259.53"
18/03/2005,86.05,49.64,871.00,38.40,251.68,728.52,749.50,193.50,562.43,138.50,350.00,"2,120.00","1,121.78",129.40,33.00,"1,050.03",27.00,164.80,267.75,"1,255.57"
21/03/2005,85.79,52.84,871.00,36.45,251.68,733.31,746.50,193.50,558.58,138.50,350.00,"2,138.00","1,122.22",129.40,33.00,"1,012.53",27.00,166.58,264.25,"1,250.95"
22/03/2005,85.79,52.84,871.00,37.43,245.77,733.75,754.50,192.50,562.70,138.50,350.00,"2,131.00","1,111.11",130.00,33.50,956.27,27.00,166.82,266.50,"1,243.03"
23/03/2005,85.79,52.84,871.00,36.45,245.92,735.93,757.50,184.00,555.33,138.50,350.00,"2,120.00","1,126.67",125.00,32.50,900.02,27.00,167.77,266.00,"1,227.20"
24/03/2005,84.93,52.84,871.00,35.48,247.94,735.93,758.00,184.00,565.34,138.50,350.00,"2,132.00","1,146.67",128.30,32.25,900.02,27.00,170.75,267.50,"1,224.56"
25/03/2005,84.93,52.84,871.00,35.48,242.81,735.93,758.00,184.00,565.34,138.50,350.00,"2,132.00","1,146.67",128.30,32.25,900.02,27.00,170.75,267.50,"1,225.22"
28/03/2005,84.93,52.84,871.00,35.48,242.81,735.93,758.00,184.00,565.34,138.50,350.00,"2,132.00","1,146.67",128.30,32.25,900.02,27.00,170.75,267.50,"1,225.22"
29/03/2005,83.56,52.84,871.00,37.43,242.81,733.31,758.00,182.00,563.58,138.50,350.00,"2,105.00","1,153.33",126.30,32.25,900.02,27.00,168.97,264.50,"1,225.22"
30/03/2005,82.45,52.84,871.00,37.43,241.10,730.70,751.50,172.00,563.31,138.50,350.00,"2,085.00","1,171.11",125.00,31.75,862.52,25.50,168.61,263.25,"1,223.90"
31/03/2005,83.73,49.64,871.00,37.43,241.88,729.39,746.00,170.00,574.75,138.50,330.00,"2,086.00","1,162.22",126.00,31.50,881.27,25.50,167.42,264.00,"1,229.18"
01/04/2005,85.45,49.64,871.00,37.43,245.77,731.14,758.50,176.00,577.11,138.50,330.00,"2,098.00","1,163.33",126.30,31.50,937.52,25.50,167.77,265.00,"1,242.37"
04/04/2005,84.33,53.70,871.00,37.43,245.46,727.65,757.50,174.50,575.63,138.50,330.00,"2,081.00","1,151.11",124.10,31.50,937.52,25.50,167.42,261.00,"1,245.67"
05/04/2005,85.11,53.70,871.00,37.43,244.99,728.52,779.00,170.00,585.09,138.50,330.00,"2,146.00","1,165.56",122.00,31.00,918.77,25.50,168.37,262.00,"1,243.69"
06/04/2005,86.82,50.45,871.00,37.43,246.08,731.57,786.50,170.00,585.36,138.50,330.00,"2,164.00","1,170.00",123.60,32.00,918.77,25.50,167.77,267.50,"1,244.35"
07/04/2005,87.59,50.45,871.00,39.37,255.57,732.01,790.50,170.00,583.88,138.50,330.00,"2,176.00","1,177.78",124.50,32.50,918.77,25.50,169.56,270.25,"1,237.75"
08/04/2005,88.02,50.45,871.00,39.86,256.50,736.36,788.00,170.00,586.24,138.50,330.00,"2,183.00","1,175.56",126.00,33.50,918.77,25.50,168.61,273.75,"1,234.46"
11/04/2005,86.91,53.70,871.00,40.34,256.03,731.57,791.50,181.00,582.72,138.50,330.00,"2,181.00","1,171.11",123.50,33.50,900.02,25.50,168.61,272.50,"1,243.03"
12/04/2005,85.11,53.70,871.00,40.34,256.34,730.70,792.00,183.50,581.24,138.50,330.00,"2,178.00","1,163.33",122.90,33.50,881.27,25.50,167.18,269.00,"1,243.69"
13/04/2005,85.19,53.70,871.00,42.29,253.54,734.19,787.50,183.50,580.69,138.50,330.00,"2,213.00","1,168.89",125.50,35.50,881.27,25.50,168.37,271.50,"1,246.99"
14/04/2005,88.11,50.45,871.00,42.29,240.01,735.93,787.50,179.50,579.48,138.50,330.00,"2,241.00","1,165.56",121.50,37.00,900.02,25.50,167.42,264.50,"1,237.75"
15/04/2005,86.99,53.70,871.00,42.29,241.26,729.83,787.50,179.50,576.84,138.50,330.00,"2,284.00","1,164.44",123.10,35.75,881.27,25.50,163.84,256.25,"1,224.56"
18/04/2005,85.45,53.70,871.00,38.40,236.74,721.55,770.50,178.00,557.70,138.50,330.00,"2,272.00","1,143.33",121.60,34.50,881.27,25.50,163.25,248.75,"1,212.02"
19/04/2005,85.53,53.70,871.00,38.40,237.99,721.99,777.00,181.00,558.30,138.50,330.00,"2,277.00","1,141.11",121.60,34.50,900.02,25.50,163.60,251.75,"1,214.66"
20/04/2005,83.99,50.45,871.00,37.91,240.79,719.37,773.50,179.50,561.82,138.50,330.00,"2,268.00","1,131.11",121.00,34.50,862.52,25.50,162.06,248.00,"1,210.70"
21/04/2005,84.25,48.62,871.00,37.91,240.79,718.94,772.50,179.50,563.86,138.50,330.00,"2,263.00","1,132.22",121.60,34.00,881.27,25.50,163.60,248.25,"1,213.34"
22/04/2005,85.11,51.76,871.00,36.45,248.10,721.55,770.00,177.00,570.35,138.50,330.00,"2,261.00","1,127.78",124.60,34.00,918.77,25.50,163.60,251.00,"1,207.40"
25/04/2005,85.28,51.76,871.00,37.43,248.10,724.16,782.00,177.50,575.08,138.50,330.00,"2,255.00","1,132.22",127.00,34.00,918.77,25.50,163.84,250.25,"1,211.36"
26/04/2005,84.42,48.62,871.00,37.43,245.77,731.14,775.00,177.50,571.23,138.50,330.00,"2,295.00","1,124.44",125.00,33.50,918.77,25.50,162.65,247.00,"1,152.64"
27/04/2005,83.39,48.83,871.00,37.43,242.34,727.65,776.00,177.50,577.11,138.50,310.00,"2,280.00","1,113.33",120.50,33.50,900.02,25.50,161.46,240.75,"1,146.70"
28/04/2005,80.99,51.98,871.00,36.45,240.01,726.78,777.50,177.50,578.32,139.25,310.00,"2,290.00","1,101.11",117.30,33.50,900.02,26.00,161.46,236.25,"1,126.91"
29/04/2005,81.33,48.83,871.00,35.48,238.92,728.09,774.00,177.50,575.63,139.50,310.00,"2,281.00","1,104.44",116.40,33.50,862.52,26.00,162.41,238.00,"1,120.97"
02/05/2005,81.33,51.98,871.00,35.48,242.66,728.09,774.00,177.50,575.63,139.50,310.00,"2,281.00","1,104.44",116.40,33.50,862.52,26.00,162.41,238.00,"1,144.73"
03/05/2005,83.90,48.83,871.00,35.48,242.66,738.54,782.50,177.50,577.72,139.50,310.00,"2,345.00","1,117.78",113.70,33.50,881.27,26.00,164.44,243.50,"1,144.73"
04/05/2005,83.99,51.98,871.00,35.48,244.21,742.90,788.50,177.50,580.08,139.50,310.00,"2,362.00","1,131.11",111.00,33.50,862.52,26.00,166.58,247.00,"1,108.44"
05/05/2005,84.16,51.98,871.00,35.48,248.25,744.21,795.00,176.50,583.00,139.50,310.00,"2,335.00","1,145.56",114.50,33.50,843.77,26.00,165.63,253.50,"1,108.44"
06/05/2005,84.42,51.98,871.00,37.43,246.08,747.69,791.00,175.50,578.32,139.50,310.00,"2,352.00","1,175.56",114.70,33.50,843.77,25.50,165.99,253.00,"1,115.69"
09/05/2005,84.08,51.98,871.00,37.43,248.10,749.00,788.00,175.50,576.51,139.50,310.00,"2,328.00","1,196.67",118.00,33.50,862.52,25.50,164.80,251.75,"1,108.44"
10/05/2005,86.31,51.98,871.00,37.43,247.17,746.82,784.50,175.50,575.08,139.50,310.00,"2,310.00","1,202.22",116.60,32.50,862.52,25.50,164.44,248.00,"1,101.84"
11/05/2005,86.05,51.98,871.00,36.45,243.43,750.31,793.00,175.50,576.23,139.50,310.00,"2,297.00","1,201.11",116.50,32.00,731.27,25.50,165.03,246.50,"1,088.64"
12/05/2005,86.65,51.76,871.00,36.45,244.21,751.18,799.50,175.50,579.48,139.50,290.00,"2,300.00","1,211.11",119.40,32.00,731.27,25.50,166.23,254.00,"1,103.16"
13/05/2005,89.22,51.76,871.00,36.45,239.23,751.18,808.00,175.50,577.11,141.50,290.00,"2,302.00","1,215.56",117.60,32.00,731.27,25.50,166.82,260.00,"1,103.16"
16/05/2005,89.57,48.62,871.00,35.48,239.54,754.23,805.00,175.50,573.59,141.50,290.00,"2,320.00","1,218.89",118.60,32.00,731.27,25.50,165.99,260.50,936.52
17/05/2005,89.82,51.76,871.00,35.48,242.34,755.97,805.00,177.50,572.71,141.50,290.00,"2,345.00","1,220.00",121.70,32.50,768.77,25.50,165.63,268.25,963.66
18/05/2005,92.66,51.76,871.00,35.48,245.14,753.36,810.00,182.50,573.32,141.50,290.00,"2,363.00","1,196.67",117.00,32.50,787.52,25.50,166.23,271.25,954.61
19/05/2005,92.66,48.83,871.00,35.48,255.41,751.61,805.50,190.00,576.51,141.50,290.00,"2,349.00","1,192.22",128.80,33.00,787.52,25.50,167.77,272.50,952.35
20/05/2005,93.34,48.83,871.00,35.48,248.25,754.23,808.00,190.50,575.63,141.50,290.00,"2,330.00","1,208.89",131.60,33.00,787.52,25.50,172.78,272.50,948.96
23/05/2005,92.91,51.98,871.00,35.48,250.43,755.97,802.50,190.00,583.88,141.50,290.00,"2,325.00","1,230.00",131.00,33.00,787.52,25.50,174.57,277.00,946.70
24/05/2005,92.14,51.98,871.00,35.48,248.88,756.41,804.50,190.00,586.85,141.50,290.00,"2,310.00","1,221.11",130.00,33.00,787.52,25.50,166.23,273.50,961.40
25/05/2005,91.97,51.98,871.00,31.59,250.12,753.79,799.00,190.00,584.21,141.50,290.00,"2,323.00","1,216.67",130.00,33.00,768.77,25.50,164.20,274.75,961.40
26/05/2005,94.11,52.88,871.00,34.02,250.59,758.15,795.50,190.00,595.70,141.50,290.00,"2,339.00","1,224.44",132.90,33.00,768.77,25.50,165.39,275.75,"1,046.23"
27/05/2005,94.46,52.47,871.00,34.02,256.65,756.41,796.00,190.50,595.98,141.50,270.00,"2,345.00","1,221.11",133.00,33.00,750.02,25.50,164.80,276.00,"1,033.22"
30/05/2005,94.46,55.86,871.00,34.02,256.65,756.41,796.00,190.50,595.98,141.50,270.00,"2,345.00","1,221.11",133.00,33.00,750.02,25.50,164.80,276.00,"1,091.27"
31/05/2005,93.08,51.87,871.00,34.02,256.65,756.41,790.50,190.50,593.94,141.50,270.00,"2,335.00","1,192.22",131.40,33.00,712.52,25.50,165.39,274.00,"1,029.26"
01/06/2005,94.63,55.00,871.00,35.00,255.88,765.12,793.50,192.50,586.24,141.50,270.00,"2,355.00","1,205.56",131.90,33.00,712.52,25.50,163.25,270.25,"1,034.92"
02/06/2005,95.23,55.00,871.00,35.00,258.83,763.38,787.50,192.50,588.61,141.50,270.00,"2,326.00","1,206.67",132.30,33.00,750.02,25.50,162.41,273.25,"1,038.31"
03/06/2005,96.26,55.00,871.00,35.00,263.50,760.76,787.50,191.50,587.73,141.50,270.00,"2,322.00","1,206.67",135.00,33.00,750.02,25.00,162.65,273.25,"1,045.10"
06/06/2005,97.63,52.07,871.00,35.00,259.92,758.15,787.50,191.50,589.49,141.50,270.00,"2,308.00","1,188.89",137.80,33.00,750.02,25.00,161.82,267.00,"1,043.40"
07/06/2005,98.57,56.94,871.00,31.59,268.32,759.89,811.50,191.50,593.61,141.50,270.00,"2,306.00","1,202.22",138.90,33.00,712.52,25.00,164.44,275.00,"1,051.88"
08/06/2005,97.97,56.94,871.00,31.59,267.54,757.28,807.00,191.50,603.62,141.50,270.00,"2,294.00","1,200.00",138.00,33.00,712.52,25.00,162.06,277.50,"1,043.97"
09/06/2005,98.66,53.49,871.00,31.59,266.14,762.07,809.50,191.50,610.72,141.50,270.00,"2,314.00","1,200.00",138.60,33.00,712.52,24.00,162.06,279.25,"1,037.75"
10/06/2005,98.40,56.29,871.00,30.62,265.21,766.43,813.00,191.50,609.23,141.50,270.00,"2,309.00","1,196.67",142.00,33.00,712.52,24.00,161.46,280.00,"1,048.49"
13/06/2005,100.46,55.86,871.00,31.11,268.94,771.66,813.00,191.50,613.96,141.50,270.00,"2,304.00","1,202.22",146.00,33.00,656.27,24.00,160.86,280.75,"1,035.48"
14/06/2005,99.60,52.47,871.00,31.11,268.94,770.79,819.50,191.50,612.75,141.50,270.00,"2,276.00","1,197.78",142.50,33.00,693.77,23.00,161.10,274.50,"1,048.49"
15/06/2005,99.35,53.28,871.00,31.11,269.10,765.12,806.50,191.50,597.46,141.50,270.00,"2,246.00","1,190.00",144.20,33.00,693.77,23.00,161.82,275.75,"1,038.88"
16/06/2005,100.03,53.49,871.00,31.11,272.36,765.12,805.00,191.50,606.26,143.00,270.00,"2,236.00","1,191.11",149.50,33.00,675.02,23.00,162.41,276.75,"1,069.42"
17/06/2005,100.55,53.49,871.00,31.11,279.99,765.56,807.00,191.50,604.78,143.00,250.00,"2,270.00","1,192.22",148.30,33.00,675.02,23.00,163.25,277.50,"1,075.07"
20/06/2005,100.12,54.50,871.00,31.11,279.99,765.12,808.50,191.50,607.14,143.00,250.00,"2,290.00","1,180.00",146.50,33.00,665.64,23.00,162.41,273.00,"1,071.68"
21/06/2005,100.81,54.90,871.00,31.11,280.45,764.69,810.00,192.00,611.27,143.00,250.00,"2,297.00","1,186.67",142.90,33.00,656.27,23.00,162.65,275.75,"1,069.42"
22/06/2005,100.81,56.73,871.00,31.11,276.41,772.96,816.00,195.00,609.51,143.00,250.00,"2,300.00","1,184.44",145.20,33.00,656.27,23.00,163.01,279.00,"1,075.07"
23/06/2005,98.83,55.31,871.00,30.14,278.12,778.63,823.50,195.50,607.75,143.00,250.00,"2,265.00","1,184.44",143.50,33.00,712.52,23.00,162.06,279.00,"1,077.90"
24/06/2005,97.55,55.31,871.00,30.14,271.28,776.45,813.00,195.50,608.96,143.50,250.00,"2,251.00","1,173.33",138.20,33.00,787.52,23.00,160.63,275.75,"1,056.41"
27/06/2005,97.37,55.31,871.00,30.14,260.85,771.22,805.00,195.50,608.35,143.50,250.00,"2,225.00","1,174.44",129.00,33.00,778.14,23.00,159.08,260.75,"1,046.79"
28/06/2005,97.63,56.12,871.00,30.14,262.41,775.14,811.50,198.50,611.87,143.50,250.00,"2,245.00","1,180.00",136.00,33.00,778.14,23.00,160.03,265.00,"1,059.80"
29/06/2005,99.09,56.12,871.00,32.57,265.37,779.94,817.00,198.50,613.63,143.50,250.00,"2,267.00","1,185.56",127.90,33.00,778.14,23.00,163.25,267.00,"1,071.11"
30/06/2005,98.57,56.32,871.00,32.57,271.90,775.58,823.00,198.50,613.63,144.50,250.00,"2,311.00","1,196.67",122.00,33.00,787.52,23.00,162.06,263.50,"1,079.03"
01/07/2005,101.58,56.32,871.00,32.57,274.39,781.24,824.00,198.50,617.76,144.50,250.00,"2,311.00","1,212.22",120.00,33.00,787.52,165.00,162.41,265.75,"1,089.21"
04/07/2005,101.23,56.32,871.00,32.57,275.63,786.04,824.50,198.50,617.76,144.50,250.00,"2,316.00","1,208.89",122.70,33.00,787.52,168.50,162.41,266.25,"1,082.42"
05/07/2005,100.55,56.32,871.00,32.57,276.56,790.39,821.00,198.50,613.63,145.50,250.00,"2,345.00","1,210.00",122.30,33.00,778.14,179.00,162.65,271.75,"1,080.16"
06/07/2005,103.29,56.53,871.00,32.57,276.72,791.26,838.50,198.50,617.15,145.50,250.00,"2,361.00","1,213.33",117.50,33.00,787.52,171.50,164.44,272.25,"1,107.31"
07/07/2005,100.29,56.53,871.00,31.59,276.56,786.04,805.00,193.50,618.36,145.50,250.00,"2,350.00","1,195.56",117.00,33.00,768.77,169.50,163.25,260.75,"1,090.91"
08/07/2005,103.47,60.17,871.00,31.59,282.16,793.88,800.00,195.50,618.91,145.50,250.00,"2,376.00","1,217.78",118.20,33.00,806.27,179.50,165.99,266.25,"1,100.52"
11/07/2005,104.07,56.53,871.00,30.62,283.72,793.44,790.00,198.50,623.64,145.50,250.00,"2,388.00","1,224.44",119.80,33.00,768.77,176.25,168.01,268.00,"1,110.70"
12/07/2005,104.58,56.53,871.00,30.62,279.83,782.55,791.00,198.50,622.49,145.50,250.00,"2,355.00","1,223.33",124.80,33.50,778.14,167.00,169.80,268.75,"1,105.04"
13/07/2005,104.67,60.17,871.00,30.62,282.32,794.31,790.00,198.50,617.15,145.50,250.00,"2,378.00","1,220.00",120.80,35.00,778.14,168.25,170.40,271.00,"1,106.74"
14/07/2005,102.52,60.17,871.00,30.14,283.72,798.24,791.50,198.50,607.14,145.50,250.00,"2,386.00","1,216.67",120.80,35.00,778.14,168.50,170.99,272.50,"1,109.00"
15/07/2005,103.81,60.17,871.00,30.14,286.21,796.93,784.50,199.00,603.62,145.50,250.00,"2,379.00","1,226.67",118.50,35.50,778.14,174.00,169.56,276.75,"1,104.48"
18/07/2005,104.32,56.53,871.00,30.62,284.96,798.24,787.00,199.00,606.59,145.50,250.00,"2,369.00","1,234.44",118.00,35.50,750.02,169.50,168.37,276.25,"1,103.35"
19/07/2005,102.95,56.53,871.00,29.65,290.41,803.46,787.50,199.50,596.58,145.50,250.00,"2,344.00","1,252.22",117.50,35.50,750.02,170.00,168.01,275.00,"1,095.43"
20/07/2005,104.41,55.71,871.00,29.65,291.81,808.26,789.50,201.00,605.38,145.50,250.00,"2,340.00","1,257.78",115.50,36.50,750.02,163.00,169.56,276.00,"1,100.52"
21/07/2005,106.81,59.31,871.00,29.65,289.79,810.00,790.00,200.50,605.38,145.50,250.00,"2,344.00","1,237.78",118.40,37.50,787.52,165.50,169.56,275.00,"1,108.44"
