Date,RR.L,IAG.L,TYT.L,SCE.L,INVP.L,HSBC.L,DGE.L,NICL.L,PNN.L,BWRA.L,AVCT.L,AZN.L,ULVR.L,PZC.L,ELCO.L,ZOO,MBT.L,VOD.L,AIG.L,WTB.L
12/01/2007,163.35,78.91,"1,564.00",17.01,509.81,800.41,"1,008.00",255.00,859.50,147.50,660.00,"2,873.00","1,409.00",165.25,91.00,47.50,204.00,155.61,551.00,"1,436.45"
15/01/2007,166.87,81.34,"1,588.00",17.01,509.81,799.54,"1,001.50",254.50,867.00,147.50,628.00,"2,896.00","1,416.00",167.00,92.50,47.50,200.00,156.13,542.50,"1,435.59"
16/01/2007,168.50,84.11,"1,584.00",17.01,512.92,796.93,998.00,254.00,862.50,147.50,680.00,"2,914.00","1,413.00",165.25,93.00,44.00,200.50,154.83,538.00,"1,417.55"
17/01/2007,165.06,77.80,"1,588.00",17.01,509.81,796.06,993.50,254.00,861.00,146.50,635.00,"2,898.00","1,420.00",175.00,93.00,44.00,195.00,155.61,543.50,"1,399.51"
18/01/2007,164.03,82.60,"1,601.00",17.01,510.59,801.29,989.50,255.00,859.87,146.50,680.00,"2,885.00","1,410.00",169.00,93.00,41.00,198.00,154.05,547.25,"1,396.07"
19/01/2007,164.46,77.80,"1,596.00",17.01,510.59,812.61,984.50,256.00,861.00,146.50,680.00,"2,890.00","1,414.00",165.00,91.50,31.50,198.25,154.57,544.50,"1,411.54"
22/01/2007,163.18,79.01,"1,598.00",17.01,513.31,810.87,980.00,258.50,868.87,146.50,725.00,"2,850.00","1,399.00",166.00,95.50,28.50,198.75,155.61,536.00,"1,424.43"
23/01/2007,161.29,78.91,"1,600.00",17.01,504.36,809.56,981.00,265.00,853.87,146.50,680.00,"2,834.00","1,384.00",164.00,95.50,28.50,198.50,155.61,530.50,"1,411.54"
24/01/2007,162.66,79.52,"1,630.00",17.50,506.31,818.28,"1,000.50",264.50,855.00,146.50,675.00,"2,882.00","1,403.00",167.00,95.00,28.50,198.25,156.66,536.50,"1,427.00"
25/01/2007,161.20,79.42,"1,602.00",19.20,500.87,815.66,993.50,266.50,851.25,146.50,680.00,"2,844.00","1,392.00",168.00,94.50,28.50,203.00,156.40,523.00,"1,419.27"
26/01/2007,159.57,80.03,"1,596.00",19.20,497.75,811.74,997.50,267.50,844.50,146.50,680.00,"2,804.00","1,378.00",169.25,93.50,27.00,203.25,155.35,527.50,"1,396.93"
29/01/2007,161.80,79.11,"1,600.00",17.98,492.70,814.79,997.50,276.00,849.37,146.50,674.90,"2,811.00","1,390.00",174.00,93.25,27.00,202.50,155.35,542.00,"1,397.79"
30/01/2007,162.83,78.91,"1,608.00",17.98,486.87,814.79,"1,002.00",271.50,849.00,146.50,680.00,"2,826.00","1,399.00",172.75,93.25,25.00,200.75,153.27,551.00,"1,396.07"
31/01/2007,160.60,78.30,"1,590.00",17.98,485.31,806.08,990.00,276.00,851.25,146.50,680.00,"2,840.00","1,384.00",178.50,93.00,24.00,199.50,154.31,537.75,"1,392.64"
01/02/2007,161.63,78.51,"1,598.00",17.98,489.98,812.61,"1,001.00",279.50,864.00,146.50,680.00,"2,903.00","1,400.00",181.50,93.00,25.00,198.25,156.66,545.50,"1,410.68"
02/02/2007,165.58,76.99,"1,574.80",17.98,489.98,814.79,"1,000.00",283.50,870.00,146.50,675.00,"2,935.00","1,413.00",175.00,93.00,25.00,200.75,154.31,554.00,"1,449.34"
05/02/2007,165.06,79.42,"1,564.00",16.04,490.75,814.79,999.50,283.00,868.50,146.50,675.00,"2,944.00","1,412.00",177.00,93.00,25.00,217.75,155.09,544.00,"1,457.93"
06/02/2007,167.47,83.14,"1,595.00",18.47,492.70,813.92,"1,007.00",281.00,868.50,146.50,680.00,"2,984.00","1,424.00",176.00,93.00,32.00,217.75,155.35,548.50,"1,447.62"
07/02/2007,169.01,78.20,"1,598.00",20.41,498.92,811.31,"1,005.00",281.00,867.00,146.50,680.00,"2,950.00","1,423.00",176.50,93.00,30.00,220.00,157.18,574.00,"1,455.35"
08/02/2007,167.29,76.99,"1,600.00",21.39,494.64,799.11,"1,006.00",281.00,861.75,146.50,640.00,"2,935.00","1,389.00",176.00,92.75,30.00,225.50,156.92,567.25,"1,451.92"
09/02/2007,172.36,78.20,"1,614.00",22.36,500.87,801.72,"1,010.50",279.00,862.12,146.50,575.00,"2,923.00","1,390.00",177.75,92.75,28.50,232.00,155.61,567.50,"1,455.35"
12/02/2007,177.25,77.29,"1,618.00",20.90,496.98,797.80,"1,006.00",279.00,858.75,145.75,630.00,"2,921.00","1,365.00",176.00,91.00,27.03,229.00,157.70,565.50,"1,450.20"
13/02/2007,176.82,77.70,"1,631.00",20.41,498.14,801.72,"1,020.50",278.50,855.00,145.75,630.00,"2,932.00","1,384.00",182.00,92.50,28.50,225.50,156.40,569.00,"1,457.07"
14/02/2007,178.62,78.20,"1,635.00",19.44,499.70,801.29,"1,021.00",278.50,859.50,145.75,625.00,"2,936.00","1,403.00",179.00,92.50,28.50,217.50,156.92,577.50,"1,460.51"
15/02/2007,176.90,78.41,"1,640.00",18.96,509.81,797.36,"1,045.00",278.50,862.87,145.75,630.00,"2,948.00","1,413.00",179.00,92.50,27.50,213.50,156.13,575.00,"1,465.66"
16/02/2007,180.25,78.71,"1,638.00",18.96,508.64,796.49,"1,037.50",279.00,863.62,146.50,625.00,"2,956.00","1,397.00",176.50,92.50,26.50,202.00,155.61,574.00,"1,467.38"
19/02/2007,180.08,79.52,"1,630.00",18.96,512.14,796.06,"1,047.50",278.00,854.62,146.50,625.00,"2,946.00","1,406.00",178.00,92.50,26.50,202.50,157.18,576.25,"1,481.99"
20/02/2007,177.76,80.03,"1,636.00",19.44,510.20,794.31,"1,042.00",277.50,832.87,146.50,625.00,"2,933.00","1,406.00",179.00,92.50,26.00,205.75,156.92,573.25,"1,447.62"
21/02/2007,177.59,79.82,"1,636.00",20.90,503.98,791.70,"1,036.00",277.50,840.37,146.50,625.00,"2,908.00","1,384.00",174.00,95.00,26.00,206.50,153.27,567.25,"1,439.03"
22/02/2007,176.73,79.82,"1,644.00",26.25,510.20,790.39,"1,036.00",277.00,839.25,146.50,630.00,"2,906.00","1,376.00",176.25,92.00,26.00,205.75,152.49,570.25,"1,439.89"
23/02/2007,174.33,79.22,"1,646.00",27.70,517.20,783.42,"1,042.00",277.00,837.37,146.50,625.00,"2,911.00","1,388.00",173.00,92.00,26.00,212.75,152.22,564.00,"1,467.38"
26/02/2007,176.39,78.20,"1,658.00",24.30,516.42,787.34,"1,040.00",277.00,838.12,146.50,615.00,"2,921.00","1,391.00",169.25,94.00,26.00,216.75,153.53,558.00,"1,454.50"
27/02/2007,170.81,74.96,"1,635.60",24.30,488.81,778.63,"1,020.50",277.50,818.25,146.50,600.00,"2,879.00","1,376.00",165.75,91.25,26.50,219.75,149.62,537.75,"1,401.23"
28/02/2007,168.58,76.58,"1,601.00",20.90,479.09,776.45,"1,004.50",273.00,806.25,146.50,590.00,"2,864.00","1,361.00",165.00,88.00,26.00,208.00,147.53,536.50,"1,415.83"
01/03/2007,166.78,75.37,"1,524.20",25.27,474.81,770.35,995.50,273.00,802.12,146.50,600.00,"2,810.00","1,339.00",161.00,89.00,26.00,209.50,144.93,528.75,"1,402.09"
02/03/2007,167.47,75.06,"1,532.00",25.27,475.20,772.09,989.50,272.50,814.12,146.50,600.00,"2,803.00","1,342.00",162.00,91.00,26.00,210.00,144.40,531.50,"1,416.69"
05/03/2007,164.89,74.76,"1,484.00",24.30,459.26,780.81,979.50,270.00,798.75,146.50,590.00,"2,797.00","1,334.00",168.00,90.50,26.00,200.00,142.58,496.50,"1,389.20"
06/03/2007,167.81,75.37,"1,544.60",24.30,473.64,786.47,996.00,270.00,801.00,142.00,587.50,"2,843.00","1,356.00",168.25,91.50,26.00,200.50,142.84,507.00,"1,404.67"
07/03/2007,165.24,79.22,"1,548.00",24.30,480.26,787.78,987.00,274.00,811.50,142.00,587.50,"2,869.00","1,364.00",175.50,92.50,25.67,206.00,143.62,515.00,"1,402.95"
08/03/2007,167.72,78.51,"1,570.20",24.30,491.53,794.75,988.00,277.50,816.00,142.00,587.50,"2,919.00","1,368.00",175.00,93.50,26.50,207.25,145.71,521.00,"1,433.02"
09/03/2007,168.75,77.39,"1,579.00",24.30,496.98,793.01,991.00,279.00,814.12,142.00,587.50,"2,953.00","1,382.00",171.00,95.50,21.50,210.25,145.45,528.50,"1,448.48"
12/03/2007,167.47,84.54,"1,570.00",24.30,491.53,793.88,991.00,279.00,813.00,142.00,587.50,"2,937.00","1,415.00",169.00,95.00,20.50,212.75,144.93,520.50,"1,452.78"
13/03/2007,166.09,79.42,"1,551.00",24.30,482.59,786.47,981.00,279.00,813.00,142.00,587.50,"2,912.00","1,406.00",170.00,95.00,20.40,204.25,143.88,509.00,"1,436.45"
14/03/2007,160.52,76.99,"1,508.00",24.30,461.98,766.86,966.00,274.50,806.25,142.00,530.00,"2,853.00","1,402.00",170.50,92.50,21.00,200.50,139.71,489.75,"1,408.96"
15/03/2007,165.58,79.11,"1,532.00",24.30,486.09,772.09,977.00,285.00,820.50,142.00,525.00,"2,874.00","1,484.00",175.50,92.00,21.00,204.00,142.84,500.00,"1,439.89"
16/03/2007,164.38,79.01,"1,522.00",24.30,486.48,766.86,975.00,283.50,834.00,142.00,530.00,"2,881.00","1,525.00",172.00,91.00,21.00,196.00,145.19,495.50,"1,457.07"
19/03/2007,165.32,78.81,"1,534.00",24.30,501.25,772.09,984.00,304.50,846.75,142.00,530.00,"2,861.00","1,507.00",173.00,91.50,21.00,195.00,148.16,500.00,"1,495.73"
20/03/2007,164.38,79.01,"1,548.00",24.30,499.70,782.55,983.50,307.00,853.50,142.00,530.00,"2,855.00","1,495.00",174.00,89.50,21.00,184.00,148.47,503.00,"1,661.54"
21/03/2007,166.35,78.91,"1,548.00",24.30,505.53,767.74,992.50,309.50,856.50,142.00,525.00,"2,836.00","1,488.00",176.00,89.00,21.00,194.00,149.10,519.50,"1,601.41"
22/03/2007,166.52,78.20,"1,559.00",24.30,520.31,782.55,"1,002.50",313.50,868.50,142.00,490.00,"2,838.00","1,504.00",171.75,93.50,21.00,198.00,149.62,526.00,"1,630.62"
23/03/2007,166.09,78.51,"1,552.00",21.87,519.14,782.55,"1,005.50",317.00,873.00,142.00,530.00,"2,799.00","1,517.00",175.00,95.00,21.00,200.75,145.97,518.00,"1,664.12"
26/03/2007,167.64,82.82,"1,552.00",20.90,511.75,773.40,"1,005.00",312.50,862.50,141.75,530.00,"2,762.00","1,480.00",173.00,95.00,21.00,200.75,145.97,504.50,"1,622.02"
27/03/2007,167.47,78.00,"1,545.00",20.90,510.98,770.79,"1,014.00",305.00,867.00,141.75,525.00,"2,755.00","1,503.00",171.00,96.00,21.00,200.25,146.70,497.00,"1,626.32"
28/03/2007,167.47,76.58,"1,519.00",20.90,500.09,768.61,"1,012.00",305.50,873.00,141.75,525.00,"2,737.00","1,498.00",174.75,96.00,21.00,199.25,146.18,497.00,"1,616.87"
29/03/2007,170.81,76.99,"1,524.00",20.41,505.92,772.09,"1,020.50",306.50,870.75,141.75,525.00,"2,739.00","1,517.00",175.00,96.00,20.50,197.50,147.64,498.00,"1,615.15"
30/03/2007,169.61,76.99,"1,516.00",20.41,511.75,775.14,"1,029.50",305.40,876.75,141.75,525.00,"2,734.00","1,531.00",171.25,94.00,18.00,197.25,141.28,486.00,"1,621.17"
02/04/2007,170.13,76.99,"1,492.00",20.41,518.75,772.53,"1,031.50",307.00,888.75,141.75,530.00,"2,718.00","1,522.00",170.00,96.00,19.00,195.25,142.42,499.00,"1,645.22"
03/04/2007,170.73,76.99,"1,491.00",20.41,529.25,775.58,"1,037.50",307.00,912.00,141.75,525.00,"2,730.00","1,531.00",172.75,96.50,19.00,196.00,144.09,505.00,"1,640.07"
04/04/2007,170.30,76.99,"1,512.00",20.41,537.81,777.32,"1,041.00",306.50,931.50,141.75,375.00,"2,749.00","1,532.00",174.00,96.00,19.00,201.75,143.05,507.00,"1,628.04"
05/04/2007,171.07,76.99,"1,493.00",20.41,540.53,787.78,"1,038.50",306.50,916.50,141.50,400.00,"2,766.00","1,535.00",176.50,95.50,19.00,213.75,142.53,508.50,"1,640.07"
10/04/2007,171.50,76.99,"1,496.00",20.41,550.25,787.78,"1,042.00",304.50,922.50,141.50,380.00,"2,735.00","1,544.00",175.25,94.50,19.00,205.00,144.09,512.50,"1,649.52"
11/04/2007,170.55,76.99,"1,499.00",20.41,544.42,789.09,"1,044.50",304.50,921.75,141.50,430.00,"2,720.00","1,524.00",170.50,94.50,18.00,204.00,144.40,503.50,"1,644.36"
12/04/2007,170.90,76.99,"1,474.00",20.41,541.31,791.26,"1,043.00",304.50,914.25,141.50,385.00,"2,751.00","1,527.00",169.00,94.50,17.50,202.50,144.20,514.00,"1,634.91"
13/04/2007,168.41,75.97,"1,440.00",20.41,542.86,800.85,"1,034.50",304.50,918.00,141.50,425.00,"2,820.00","1,555.00",169.50,94.50,17.50,201.00,144.40,517.00,"1,638.35"
16/04/2007,172.18,76.99,"1,441.00",20.41,556.47,808.26,"1,037.00",305.00,921.75,141.50,430.00,"2,860.00","1,557.00",171.00,94.50,18.50,199.50,145.55,513.00,"1,649.52"
17/04/2007,170.64,76.38,"1,450.00",19.44,552.20,803.46,"1,036.50",305.50,921.00,141.50,430.00,"2,855.00","1,553.00",173.00,93.00,18.50,198.00,146.28,516.50,"1,638.35"
18/04/2007,167.29,74.76,"1,466.00",19.44,546.75,802.59,"1,034.00",298.50,908.25,141.50,425.00,"2,880.00","1,537.00",170.50,93.50,18.50,197.00,144.61,512.50,"1,631.47"
19/04/2007,168.15,73.75,"1,453.00",19.44,543.64,803.46,"1,040.50",299.50,908.25,141.25,425.00,"2,918.00","1,544.00",170.25,93.00,18.50,198.75,146.28,509.50,"1,627.18"
20/04/2007,168.32,74.96,"1,484.20",19.44,551.42,810.00,"1,039.00",300.00,906.75,141.25,375.00,"2,953.00","1,562.00",170.00,92.00,18.50,201.00,149.20,514.00,"1,632.33"
23/04/2007,169.35,74.66,"1,491.00",19.44,551.81,805.21,"1,043.00",300.00,909.00,141.25,375.00,"2,832.00","1,564.00",170.50,92.00,31.50,205.50,148.89,513.00,"1,634.05"
24/04/2007,166.95,72.94,"1,474.00",19.93,549.86,802.59,"1,042.50",300.00,899.25,141.25,412.50,"2,789.00","1,568.00",168.00,92.00,45.00,203.00,147.85,506.50,"1,622.88"
25/04/2007,166.95,72.94,"1,446.00",19.93,565.03,805.21,"1,050.00",300.00,902.25,141.25,375.00,"2,762.00","1,581.00",167.00,91.50,34.00,210.00,147.85,508.00,"1,641.78"
26/04/2007,166.26,73.44,"1,449.00",19.93,559.20,808.69,"1,053.00",300.00,908.25,141.25,412.00,"2,760.00","1,601.00",169.25,90.00,40.50,215.00,149.31,512.00,"1,622.88"
27/04/2007,164.46,74.76,"1,466.00",19.93,556.08,806.51,"1,053.50",298.00,903.75,141.25,400.00,"2,740.00","1,574.00",171.00,90.00,38.50,220.25,148.99,506.50,"1,616.87"
30/04/2007,164.63,75.77,"1,427.40",19.93,555.70,808.69,"1,059.00",292.50,905.25,141.25,412.50,"2,740.00","1,576.00",171.50,90.50,39.50,210.00,149.62,508.50,"1,626.32"
01/05/2007,165.24,74.86,"1,455.00",19.93,554.92,806.08,"1,058.00",295.00,903.00,141.25,450.00,"2,713.00","1,552.00",168.50,93.50,39.50,212.25,149.41,505.00,"1,618.59"
02/05/2007,165.84,74.46,"1,441.60",19.93,570.86,813.49,"1,072.00",293.50,917.25,141.25,450.00,"2,700.00","1,556.00",172.00,93.50,39.50,210.00,150.14,519.00,"1,619.45"
03/05/2007,171.58,74.56,"1,454.00",19.93,593.81,823.94,"1,069.00",293.50,917.25,141.25,450.00,"2,665.00","1,616.00",169.00,93.50,40.00,213.00,149.62,511.50,"1,613.43"
04/05/2007,175.53,75.16,"1,458.00",19.44,594.19,822.20,"1,068.50",293.50,923.25,141.25,450.00,"2,697.00","1,626.00",170.75,93.50,40.00,213.00,150.97,507.00,"1,628.90"
08/05/2007,169.35,74.35,"1,447.00",19.44,587.97,818.71,"1,068.00",290.00,916.50,141.25,460.00,"2,693.00","1,658.00",173.00,93.50,40.00,211.50,149.51,500.50,"1,612.57"
09/05/2007,170.90,73.64,"1,410.00",19.44,591.47,817.41,"1,064.50",288.00,913.50,141.25,460.00,"2,696.00","1,665.00",171.00,93.50,37.50,211.00,147.53,493.00,"1,610.00"
10/05/2007,171.07,73.04,"1,413.00",19.44,594.97,816.54,"1,061.00",287.50,909.00,141.25,500.00,"2,695.00","1,641.00",170.00,95.00,33.50,205.50,147.74,489.50,"1,622.88"
11/05/2007,173.81,74.05,"1,431.00",19.44,594.97,832.66,"1,062.50",287.50,912.00,141.25,500.00,"2,688.00","1,641.00",167.50,94.50,33.50,202.75,148.16,491.00,"1,618.59"
14/05/2007,172.44,72.83,"1,465.00",19.44,583.31,827.87,"1,064.00",286.50,927.00,141.25,500.00,"2,685.00","1,638.00",171.25,95.00,30.50,198.50,148.58,487.00,"1,627.18"
15/05/2007,173.64,74.76,"1,466.00",19.44,583.31,825.69,"1,072.50",287.00,921.75,141.25,460.00,"2,722.00","1,616.00",170.00,94.00,29.50,195.00,149.93,492.00,"1,636.63"
16/05/2007,173.21,74.35,"1,472.00",19.44,583.31,813.49,"1,066.00",287.00,921.75,141.25,500.00,"2,724.00","1,595.00",172.00,94.00,29.50,197.00,148.89,490.00,"1,639.21"
17/05/2007,172.10,74.56,"1,463.00",16.53,571.64,817.84,"1,065.00",291.00,927.00,141.25,500.00,"2,745.00","1,590.00",172.00,95.00,29.50,196.00,148.78,501.50,"1,629.76"
18/05/2007,174.50,74.86,"1,468.00",16.53,577.08,816.97,"1,075.00",291.50,931.50,141.25,512.50,"2,748.00","1,591.00",168.75,95.50,29.50,195.75,151.18,487.00,"1,643.50"
21/05/2007,173.64,74.76,"1,464.00",17.98,565.81,815.66,"1,066.00",291.50,945.75,141.25,500.00,"2,720.00","1,580.00",168.00,95.50,28.50,195.25,151.60,480.00,"1,646.08"
22/05/2007,173.13,79.04,"1,448.00",17.01,563.47,810.87,"1,069.00",291.50,985.50,141.25,537.50,"2,707.00","1,582.00",166.00,95.50,36.00,191.00,150.76,466.50,"1,640.07"
23/05/2007,174.67,73.14,"1,460.00",17.01,562.70,811.74,"1,074.00",291.50,"1,036.50",141.25,500.00,"2,702.00","1,555.00",168.00,94.00,36.00,192.00,156.29,468.50,"1,631.47"
24/05/2007,172.61,73.34,"1,478.00",17.01,553.36,810.44,"1,073.00",292.00,994.50,141.25,525.00,"2,694.00","1,556.00",166.00,95.00,30.50,193.75,158.48,457.50,"1,616.87"
25/05/2007,171.67,73.44,"1,452.00",17.01,541.70,811.31,"1,070.00",292.00,"1,048.50",141.25,537.50,"2,693.00","1,544.00",170.25,95.50,31.50,194.75,157.85,461.00,"1,614.29"
29/05/2007,172.44,73.34,"1,470.00",17.01,548.31,814.36,"1,080.00",292.00,"1,048.50",141.25,537.50,"2,703.00","1,556.00",170.00,95.50,37.00,200.25,166.51,482.50,"1,617.73"
30/05/2007,171.58,71.62,"1,456.00",17.01,522.64,814.36,"1,075.50",291.00,"1,026.75",141.25,575.00,"2,693.00","1,558.00",170.00,95.00,35.00,190.00,166.82,473.00,"1,628.04"
31/05/2007,170.90,73.24,"1,461.00",17.50,537.81,813.92,"1,077.00",292.00,"1,014.00",141.25,500.00,"2,686.00","1,559.00",171.50,95.00,38.50,191.00,164.74,470.00,"1,627.18"
01/06/2007,173.30,74.86,"1,492.00",17.50,547.92,814.79,"1,084.50",291.50,"1,002.75",141.25,550.00,"2,683.00","1,567.00",171.00,95.00,42.00,193.00,169.85,470.00,"1,630.62"
04/06/2007,173.99,73.64,"1,510.00",17.50,546.75,810.87,"1,083.50",291.50,997.50,141.25,525.00,"2,675.00","1,559.00",167.50,95.00,47.50,196.75,168.59,464.50,"1,623.74"
05/06/2007,174.67,73.85,"1,524.00",17.50,544.81,806.51,"1,074.50",291.50,984.75,140.75,560.00,"2,648.00","1,544.00",167.00,95.00,46.00,202.00,168.18,456.00,"1,612.57"
06/06/2007,177.42,72.43,"1,520.00",17.50,527.31,806.08,"1,064.00",291.50,952.50,140.75,525.00,"2,625.00","1,520.00",167.00,94.50,45.00,198.50,161.71,440.50,"1,567.04"
07/06/2007,177.25,70.91,"1,524.00",17.50,514.09,807.39,"1,055.00",292.00,939.75,140.75,562.50,"2,610.00","1,508.00",166.00,94.50,44.00,196.75,165.15,431.50,"1,533.53"
08/06/2007,173.64,68.48,"1,494.00",17.50,506.31,810.87,"1,047.00",291.50,933.00,140.75,562.50,"2,574.00","1,514.00",165.25,95.00,43.00,195.00,166.72,431.00,"1,506.90"
11/06/2007,174.67,68.68,"1,508.00",17.50,504.36,814.79,"1,062.00",291.00,956.25,140.75,560.00,"2,634.00","1,528.00",162.50,94.50,44.00,198.50,164.63,433.50,"1,536.97"
12/06/2007,180.68,67.87,"1,500.00",17.01,503.20,810.44,"1,066.50",288.50,941.25,138.50,562.50,"2,622.00","1,539.00",158.00,94.00,45.00,193.25,163.69,433.00,"1,522.37"
13/06/2007,184.37,66.76,"1,502.00",17.01,509.42,809.13,"1,067.50",288.50,937.50,138.50,562.50,"2,596.00","1,528.00",157.00,94.50,44.50,192.50,164.94,431.00,"1,535.25"
14/06/2007,186.60,68.48,"1,514.00",17.01,524.59,812.18,"1,080.50",288.50,954.00,138.50,562.50,"2,604.00","1,548.00",163.00,95.00,44.00,196.00,169.22,439.50,"1,559.31"
15/06/2007,187.63,68.68,"1,538.00",17.01,540.53,813.92,"1,087.50",273.50,966.75,138.00,562.50,"2,623.00","1,594.00",168.25,95.00,43.50,197.75,170.16,446.00,"1,579.07"
18/06/2007,189.43,68.58,"1,546.00",17.01,540.92,810.87,"1,094.00",280.50,953.25,138.00,560.00,"2,618.00","1,578.00",165.25,95.00,42.50,194.50,168.91,436.00,"1,563.60"
19/06/2007,187.03,67.26,"1,546.00",17.01,532.75,806.08,"1,073.00",280.50,950.25,138.00,525.00,"2,603.00","1,551.00",161.00,95.00,42.50,199.00,165.67,424.50,"1,524.08"
20/06/2007,189.43,67.47,"1,548.00",17.01,534.70,813.49,"1,073.00",280.50,930.00,138.00,562.50,"2,608.00","1,544.00",159.25,95.00,40.50,197.50,165.67,431.75,"1,524.94"
21/06/2007,188.23,66.66,"1,544.00",16.53,523.81,810.00,"1,056.00",278.50,912.00,138.00,560.00,"2,580.00","1,540.00",157.00,95.00,40.50,196.25,163.38,424.00,"1,483.71"
22/06/2007,187.37,66.66,"1,540.00",16.53,507.09,806.95,"1,052.00",278.50,919.50,138.00,562.50,"2,567.00","1,564.00",158.50,96.50,40.50,198.00,162.65,428.75,"1,493.16"
25/06/2007,187.37,67.36,"1,532.00",17.01,507.09,806.51,"1,061.00",276.50,914.25,138.00,562.50,"2,585.00","1,574.00",157.25,97.50,40.00,199.00,164.32,425.50,"1,480.27"
26/06/2007,182.74,68.07,"1,536.00",17.01,505.53,799.54,"1,066.00",276.00,927.00,138.00,562.50,"2,583.00","1,597.00",155.75,97.50,40.00,197.50,166.82,419.75,"1,465.66"
27/06/2007,181.88,67.87,"1,519.00",17.01,495.42,798.67,"1,065.00",274.00,919.50,138.00,525.00,"2,659.00","1,606.00",154.75,97.50,39.50,199.00,170.78,421.50,"1,494.01"
28/06/2007,182.91,68.58,"1,524.00",17.01,507.86,797.36,"1,038.00",274.00,924.00,138.00,553.00,"2,651.00","1,606.00",163.00,97.50,39.00,209.00,173.29,420.00,"1,520.65"
29/06/2007,184.80,68.88,"1,560.00",17.50,500.09,797.36,"1,037.00",273.50,924.00,138.00,530.00,"2,683.00","1,615.00",163.00,97.50,39.00,208.50,174.95,418.50,"1,519.79"
02/07/2007,183.77,68.58,"1,560.00",17.50,512.92,790.39,"1,042.00",274.50,914.25,138.00,562.50,"2,658.00","1,607.00",159.25,98.00,37.50,208.00,172.03,412.75,"1,493.16"
03/07/2007,187.88,69.19,"1,566.00",17.01,523.42,793.01,"1,035.00",275.00,920.25,138.00,525.00,"2,669.00","1,616.00",161.25,98.50,37.50,209.00,172.87,418.50,"1,506.04"
04/07/2007,190.97,68.48,"1,571.00",17.01,530.42,794.31,"1,045.00",275.00,916.50,138.00,525.00,"2,684.00","1,613.00",168.25,98.50,37.50,206.00,173.18,440.50,"1,550.72"
05/07/2007,189.60,68.48,"1,570.00",17.01,529.64,792.57,"1,039.00",275.00,924.00,138.00,530.00,"2,669.00","1,598.00",167.00,105.50,37.50,205.00,169.01,431.00,"1,544.70"
06/07/2007,189.09,68.38,"1,555.00",17.01,528.86,798.67,"1,033.00",275.50,925.50,138.00,540.00,"2,688.00","1,603.00",169.00,105.50,37.50,208.00,170.47,433.75,"1,560.17"
09/07/2007,193.89,69.09,"1,566.00",17.01,528.86,796.93,"1,046.00",275.50,921.75,138.00,540.00,"2,663.00","1,616.00",169.75,104.50,36.50,205.00,174.12,438.50,"1,577.35"
10/07/2007,192.00,69.09,"1,558.00",17.01,520.31,793.44,"1,039.00",275.50,914.25,138.00,575.00,"2,631.00","1,647.00",165.00,104.00,36.50,207.00,169.53,425.75,"1,561.89"
11/07/2007,190.12,68.88,"1,532.00",17.01,514.86,788.65,"1,030.00",274.50,935.25,138.00,575.00,"2,695.00","1,683.00",162.00,104.00,35.00,201.00,167.97,418.50,"1,671.85"
12/07/2007,195.43,69.29,"1,526.00",17.01,512.92,793.01,"1,047.00",274.50,939.75,138.00,525.00,"2,748.00","1,672.00",160.50,104.00,35.00,196.00,169.32,440.50,"1,630.62"
13/07/2007,195.61,71.11,"1,536.00",17.01,523.03,795.62,"1,053.00",275.50,927.00,138.00,525.00,"2,765.00","1,673.00",165.00,104.00,35.00,197.50,170.16,439.25,"1,627.18"
16/07/2007,193.72,70.20,"1,533.00",17.01,526.53,797.80,"1,055.00",275.50,930.00,138.00,562.50,"2,770.00","1,657.00",168.75,105.00,35.00,195.00,169.12,438.75,"1,638.35"
17/07/2007,188.23,70.10,"1,512.00",17.01,517.20,794.31,"1,046.00",275.50,928.50,138.00,540.00,"2,754.00","1,648.00",165.00,105.00,35.00,191.50,169.64,436.25,"1,628.04"
18/07/2007,184.28,70.81,"1,490.00",17.01,512.14,785.60,"1,035.00",275.50,938.25,137.25,525.00,"2,689.00","1,626.00",165.75,105.00,35.00,185.00,165.88,430.25,"1,611.71"
19/07/2007,186.34,71.01,"1,508.00",17.01,519.53,789.96,"1,035.00",275.50,960.75,137.25,575.00,"2,718.00","1,666.00",164.00,105.00,35.00,187.50,168.80,432.25,"1,622.02"
20/07/2007,186.51,71.11,"1,512.00",17.01,521.09,779.94,"1,040.00",275.50,954.00,137.50,575.00,"2,710.00","1,642.00",164.75,105.50,35.00,182.75,167.66,420.00,"1,593.67"
23/07/2007,185.31,71.72,"1,494.00",17.01,511.36,785.60,"1,044.00",275.50,958.50,137.50,525.00,"2,710.00","1,645.00",164.00,109.50,35.00,178.00,167.45,422.00,"1,604.84"
24/07/2007,181.02,72.13,"1,496.00",17.01,505.14,772.96,"1,030.00",274.50,940.50,138.00,525.00,"2,671.00","1,612.00",160.00,108.50,35.00,178.00,162.65,420.50,"1,559.31"
25/07/2007,182.05,71.72,"1,480.00",17.01,492.70,772.09,"1,021.00",274.50,917.25,138.00,575.00,"2,676.00","1,607.00",159.50,108.00,35.00,177.50,162.96,416.75,"1,503.47"
26/07/2007,170.30,70.20,"1,438.85",17.01,454.59,758.15,989.50,274.50,899.25,138.00,525.00,"2,592.00","1,559.00",150.75,106.50,35.00,173.25,155.67,400.50,"1,439.03"
